model,MASE,CRPS,MAE,RMSE
patchtst,0.8314,0.2818,25.1748,58.1136
TimesFM-2.5,0.8345,0.2906,25.1228,56.9932
visiontspp_base,0.8357,0.2926,25.4257,58.0637
TiRex,0.8374,0.2942,25.2837,57.3385
moirai2,0.8428,0.2908,25.416,57.7286
dlinear,0.851,0.3025,26.6627,58.8092
TimesFM-2.0,0.8539,0.3041,25.9321,58.0341
moirai_base,0.8592,0.3059,26.1828,59.0035
chronos2_base,0.8596,0.2992,26.2201,62.066
sundial_base,0.8599,0.333,26.4033,58.25
TimesFM-1.0,0.8759,0.3146,26.6163,58.8984
deepar,0.8782,0.3105,26.8781,59.581
chronos_bolt_base,0.8785,0.3077,27.18,69.1265
lightgbm,0.9087,0.3196,27.9486,60.8797
auto_ets,0.9657,0.3833,31.2102,65.8604
kairos,0.9739,0.3603,29.7719,62.0646
seasonal_naive,1.1292,0.4817,36.4078,78.7414
