file,missingness_pct,max_gap_hours
site_DESL013_NO2.csv,0.0114,1
site_DESL011_NO2.csv,0.019,1
site_DESL020_NO2.csv,0.0342,3
site_DESL011_Ozone.csv,0.038,4
site_DEBB068_PM2.5.csv,0.0418,1
site_DEBB068_PM10.csv,0.0418,1
site_DETH011_PM2.5.csv,0.0456,2
site_DETH011_PM10.csv,0.0456,2
site_DESL003_SO2.csv,0.0608,15
site_DETH081_PM10.csv,0.0608,2
site_DETH081_PM2.5.csv,0.0608,2
site_DETH018_PM2.5.csv,0.0646,2
site_DETH005_PM2.5.csv,0.0646,2
site_DETH018_PM10.csv,0.0646,2
site_DETH005_PM10.csv,0.0684,2
site_DEBE065_CO.csv,0.0988,4
site_DEBY053_PM2.5.csv,0.0988,3
site_DEBB049_PM2.5.csv,0.1102,2
site_DEHE063_PM2.5.csv,0.1102,5
site_DEHE063_PM10.csv,0.1102,5
site_DEBB053_PM10.csv,0.1141,4
site_DEBB053_PM2.5.csv,0.1141,4
site_DEHE063_CO.csv,0.1255,2
site_DEBB111_PM10.csv,0.1293,2
site_DEBE010_PM2.5.csv,0.1293,6
site_DEBB111_PM2.5.csv,0.1293,2
site_DEBE010_PM10.csv,0.1293,6
site_DEBB064_PM10.csv,0.1331,7
site_DEBB064_PM2.5.csv,0.1331,7
site_DESL019_SO2.csv,0.1369,24
site_DEHE001_PM10.csv,0.1407,4
site_DEHE001_PM2.5.csv,0.1407,4
site_DETH043_PM2.5.csv,0.1445,13
site_DEBW099_PM2.5.csv,0.1521,3
site_DEBB073_PM10.csv,0.1559,28
site_DETH036_PM10.csv,0.1559,24
site_DETH061_PM2.5.csv,0.1597,3
site_DEBB073_PM2.5.csv,0.1597,28
site_DETH036_PM2.5.csv,0.1597,24
site_DETH061_PM10.csv,0.1597,3
site_DEBB064_NO2.csv,0.1673,2
site_DETH020_PM2.5.csv,0.1673,23
site_DEBB048_PM10.csv,0.1673,29
site_DEBB048_PM2.5.csv,0.1673,29
site_DETH043_PM10.csv,0.1673,13
site_DEBW099_PM10.csv,0.1673,3
site_DEHE063_NO2.csv,0.1711,2
site_DETH020_PM10.csv,0.1711,23
site_DEBW118_PM2.5.csv,0.1787,4
site_DEBY115_PM2.5.csv,0.1787,4
site_DEBY198_PM2.5.csv,0.1787,5
site_DEBW081_PM2.5.csv,0.1787,5
site_DEBW118_PM10.csv,0.1825,4
