file,missingness_pct,max_gap_hours
site_3418A_NO2.csv,1.2089,20
site_3697A_NO2.csv,1.2394,20
site_3695A_NO2.csv,1.2888,20
site_3418A_SO2.csv,1.3192,20
site_3418A_PM2.5.csv,1.3268,20
site_3695A_SO2.csv,1.3458,20
site_1011A_NO2.csv,1.38,20
site_3697A_SO2.csv,1.3876,22
site_1384A_PM2.5.csv,1.4028,20
site_1009A_NO2.csv,1.4028,20
site_3418A_PM10.csv,1.4066,20
site_3694A_NO2.csv,1.4142,20
site_3697A_PM2.5.csv,1.4294,25
site_1009A_SO2.csv,1.4446,20
site_3675A_NO2.csv,1.4484,20
site_3695A_PM2.5.csv,1.4561,20
site_3695A_Ozone.csv,1.4599,20
site_2447A_PM2.5.csv,1.4903,20
site_1762A_PM2.5.csv,1.4941,20
site_3694A_SO2.csv,1.5055,20
site_1009A_PM2.5.csv,1.5131,20
site_3675A_SO2.csv,1.5169,20
site_1684A_PM2.5.csv,1.5245,20
site_1680A_PM2.5.csv,1.5283,20
site_1384A_SO2.csv,1.5397,20
site_1762A_PM10.csv,1.5397,20
site_1386A_PM2.5.csv,1.5435,20
site_1011A_SO2.csv,1.5625,20
site_1748A_PM2.5.csv,1.5663,20
site_2337A_PM2.5.csv,1.5701,20
site_1384A_CO.csv,1.5701,20
site_1605A_PM2.5.csv,1.5853,20
site_1372A_PM2.5.csv,1.6119,20
site_2447A_Ozone.csv,1.6157,20
site_3418A_Ozone.csv,1.6157,20
site_2338A_PM2.5.csv,1.6195,20
site_1384A_Ozone.csv,1.6233,20
site_3281A_NO2.csv,1.6271,20
site_1001A_NO2.csv,1.6271,20
site_1117A_PM2.5.csv,1.6461,20
site_3007A_PM2.5.csv,1.6461,20
site_2900A_PM2.5.csv,1.6499,20
site_3673A_SO2.csv,1.6499,20
site_3673A_NO2.csv,1.6575,20
site_1100A_PM2.5.csv,1.6689,20
site_1398A_PM2.5.csv,1.6689,20
site_1005A_NO2.csv,1.6727,20
site_1001A_SO2.csv,1.6766,20
site_1776A_PM2.5.csv,1.6766,20
site_3656A_PM2.5.csv,1.6804,20
site_3165A_PM2.5.csv,1.6804,20
site_1009A_Ozone.csv,1.6804,20
site_2346A_PM2.5.csv,1.6842,20
site_1685A_PM2.5.csv,1.6842,22
site_2447A_NO2.csv,1.688,20
site_2639A_PM2.5.csv,1.6956,20
site_2914A_Ozone.csv,1.6956,20
site_3281A_SO2.csv,1.6956,20
site_2587A_PM2.5.csv,1.7032,20
site_1386A_CO.csv,1.7108,20
site_3333A_PM10.csv,1.7108,20
site_2275A_Ozone.csv,1.7146,20
site_1682A_PM2.5.csv,1.7222,20
site_1951A_SO2.csv,1.7222,22
site_1205A_PM2.5.csv,1.726,20
site_1384A_NO2.csv,1.726,20
site_1011A_PM2.5.csv,1.7336,20
site_2511A_PM2.5.csv,1.7374,20
site_2882A_SO2.csv,1.7374,20
site_1701A_PM2.5.csv,1.7374,20
site_2212A_PM2.5.csv,1.7412,20
site_1600A_PM2.5.csv,1.7412,20
site_3664A_PM2.5.csv,1.7412,20
site_2482A_PM2.5.csv,1.7488,46
site_3694A_PM10.csv,1.7488,20
