file,missingness_pct,max_gap_hours
site_BLC2_PM10.csv,0.0874,2
site_BLC2_PM2.5.csv,0.0874,2
site_LEAM_PM10.csv,0.0988,5
site_LEAM_PM2.5.csv,0.0988,5
site_PRES_PM2.5.csv,0.1102,4
site_WREX_PM10.csv,0.1102,4
site_PRES_PM10.csv,0.1102,4
site_WREX_PM2.5.csv,0.1102,4
site_SOUT_PM10.csv,0.1179,4
site_SOUT_PM2.5.csv,0.1179,4
site_STOK_PM10.csv,0.1217,3
site_STOK_PM2.5.csv,0.1217,3
site_GHSR_PM2.5.csv,0.1369,5
site_GHSR_PM10.csv,0.1369,5
site_BIRR_PM2.5.csv,0.1445,3
site_BIRR_PM10.csv,0.1445,3
site_CHLG_PM10.csv,0.1559,19
site_CHLG_PM2.5.csv,0.1559,19
site_PLYM_PM10.csv,0.1597,22
site_PLYM_PM2.5.csv,0.1597,22
site_IMGM_PM10.csv,0.2053,30
site_IMGM_PM2.5.csv,0.2053,30
site_ACTH_PM10.csv,0.2091,5
site_ECCL_PM10.csv,0.2091,28
site_ECCL_PM2.5.csv,0.2091,28
site_ACTH_PM2.5.csv,0.2091,5
site_HUL2_PM10.csv,0.2205,30
site_HUL2_PM2.5.csv,0.2205,30
site_OSY_PM2.5.csv,0.2395,24
site_OSY_PM10.csv,0.2395,24
site_HRL_PM10.csv,0.2509,5
site_HRL_PM2.5.csv,0.2509,5
site_BEX_PM2.5.csv,0.2547,22
site_OX8_PM10.csv,0.2585,48
site_OX8_PM2.5.csv,0.2585,48
site_GLKP_PM2.5.csv,0.2737,37
site_GLKP_PM10.csv,0.2737,37
site_PRES_Ozone.csv,0.3041,6
site_CHS7_PM2.5.csv,0.3117,38
site_SHDG_PM2.5.csv,0.3155,48
site_SHDG_PM10.csv,0.3155,48
site_CHS7_PM10.csv,0.3155,38
site_LECU_PM10.csv,0.3384,39
site_SHE_PM2.5.csv,0.3422,50
site_SHE_PM10.csv,0.3422,50
site_LECU_PM2.5.csv,0.3422,39
site_KC1_PM10.csv,0.3688,25
site_KC1_PM2.5.csv,0.3688,25
site_STOK_Ozone.csv,0.3878,27
site_LH_PM10.csv,0.3916,23
site_TRAN_PM2.5.csv,0.3916,73
site_LH_PM2.5.csv,0.3916,23
site_TRAN_PM10.csv,0.3916,73
site_NPT3_PM2.5.csv,0.4106,57
site_NPT3_PM10.csv,0.4106,57
site_BOTR_PM10.csv,0.422,60
site_BOTR_PM2.5.csv,0.422,60
site_BOTR_NO2.csv,0.4524,26
site_TRAN_Ozone.csv,0.498,27
site_BUSH_Ozone.csv,0.5056,27
site_TDHD_NO2.csv,0.5322,21
site_LECU_Ozone.csv,0.5512,39
site_HIL_Ozone.csv,0.5589,25
site_MACK_PM2.5.csv,0.5703,76
site_MACK_PM10.csv,0.5703,76
site_MH_Ozone.csv,0.5817,36
site_ABD9_NO2.csv,0.5931,7
site_LEAR_PM10.csv,0.6273,112
site_LEAR_PM2.5.csv,0.6273,112
site_HP1_PM10.csv,0.6843,71
site_HP1_PM2.5.csv,0.6843,71
site_TDHD_PM10.csv,0.7299,88
site_TDHD_PM2.5.csv,0.7299,88
site_BIRR_NO2.csv,0.7489,29
site_GLAZ_PM2.5.csv,0.7565,90
site_GLAZ_PM10.csv,0.7565,90
site_PEEB_NO2.csv,0.7755,27
site_REA1_Ozone.csv,0.7984,28
site_HONI_PM10.csv,0.8174,81
site_HONI_PM2.5.csv,0.8174,81
site_SWHO_PM2.5.csv,0.8288,99
site_SWHO_PM10.csv,0.8288,99
site_SUN2_Ozone.csv,0.8668,29
site_BRT3_NO2.csv,0.8744,31
site_SIB_Ozone.csv,0.9124,27
site_HIL_NO2.csv,0.9124,26
site_NWBV_NO2.csv,0.9352,27
site_COBR_NO2.csv,0.9846,124
site_POAR_NO2.csv,0.9884,49
site_NEWC_Ozone.csv,0.996,28
site_KC1_NO2.csv,1.0036,28
site_SOUT_Ozone.csv,1.0189,27
site_BUSH_NO2.csv,1.0759,48
site_YK10_NO2.csv,1.0835,31
site_CNPR_NO2.csv,1.0911,87
site_SHDG_Ozone.csv,1.0949,57
site_COPP_NO2.csv,1.1139,78
site_KC1_CO.csv,1.1253,26
site_LEOM_Ozone.csv,1.1709,110
site_COAL_Ozone.csv,1.2051,88
site_DERR_Ozone.csv,1.2203,98
site_YK11_NO2.csv,1.247,37
site_NTN4_NO2.csv,1.2622,78
site_HUL2_Ozone.csv,1.361,121
site_BEL1_NO2.csv,1.4104,118
site_SK5_NO2.csv,1.4256,122
site_MID_NO2.csv,1.4561,99
site_STKR_NO2.csv,1.4637,55
site_CA1_NO2.csv,1.4637,109
site_LVP_Ozone.csv,1.4675,109
site_PEMB_Ozone.csv,1.5511,113
site_GGWR_NO2.csv,1.5549,100
site_SOUT_NO2.csv,1.5929,111
site_BDMA_NO2.csv,1.6499,56
site_HIL_PM10.csv,1.8666,122
site_HIL_PM2.5.csv,1.8704,122
site_ROCH_NO2.csv,1.8856,98
site_LVP_SO2.csv,2.0491,114
site_ROCH_Ozone.csv,2.0833,88
site_CARM_NO2.csv,2.2772,109
site_MACK_NO2.csv,2.4445,108
site_PMTH_Ozone.csv,2.5053,118
site_LVP_NO2.csv,2.8247,121
site_DUMF_NO2.csv,2.8703,112
site_LVP_PM10.csv,2.9121,123
site_BEL2_SO2.csv,2.9919,30
site_GLAZ_NO2.csv,3.3759,53
site_YK10_PM2.5.csv,3.4976,122
site_YK10_PM10.csv,4.2009,123
site_GRAN_PM10.csv,4.3377,99
site_MY1_PM2.5.csv,5.2654,103
site_MY1_PM10.csv,6.0751,120
